Target(SIN(0.01*x)+2*COS(0.01*x*x)+LOG(0.01*x)),Input1(x),Input2(x*x),Input3(sin(x)),Input4(cos(x)),Input5(log(x))
550.2506304,1888,3564544,0.097031896,-0.995281272,3.27600199
539.6191432,1889,3568321,-0.785073755,-0.619402292,3.276231958
524.9143401,1890,3572100,-0.945386217,0.325952299,3.276461804
505.7307025,1891,3575881,-0.236514951,0.97162785,3.276691529
481.783719,1892,3579664,0.68980707,0.723993236,3.276921132
453.0497872,1893,3583449,0.981923652,-0.18927742,3.277150614
419.9330341,1894,3587236,0.371264156,-0.928527289,3.277379975
383.4457343,1895,3591025,-0.580733892,-0.814093451,3.277609214
345.3764015,1896,3594816,-0.998807879,0.048814152,3.277838333
308.404403,1897,3598609,-0.498582508,0.866842248,3.278067331
276.1047891,1898,3602404,0.460037322,0.887899579,3.278296208
252.7769066,1899,3606201,0.995700959,0.092626132,3.278524965
243.0326561,1900,3610000,0.615921726,-0.787807354,3.278753601
251.1040037,1901,3613801,-0.330133101,-0.943934392,3.278982117
279.8830281,1902,3617604,-0.972665078,-0.232212503,3.279210513
329.7951424,1903,3621409,-0.720933268,0.69300449,3.279438788
397.7204544,1904,3625216,0.193621264,0.981076351,3.279666944
476.2960834,1905,3629025,0.930161298,0.367151139,3.27989498
554.0097959,1906,3632836,0.811515325,-0.584331137,3.280122896
616.4715214,1907,3636649,-0.053234096,-0.99858206,3.280350693
649.0610177,1908,3640464,-0.869040334,-0.494741243,3.28057837
640.7616877,1909,3644281,-0.885854897,0.463962392,3.280805928
588.4355099,1910,3648100,-0.088218553,0.996101143,3.281033367
500.2125188,1911,3651921,0.790525522,0.612429097,3.281260687
396.3176117,1912,3655744,0.942464078,-0.334307436,3.281487888
305.8613026,1913,3659569,0.227905507,-0.973683254,3.28171497
259.1359086,1914,3663396,-0.696188336,-0.717859179,3.281941933
276.7720348,1915,3667225,-0.980209833,0.197961315,3.282168778
359.2462226,1916,3671056,-0.36303093,0.931777089,3.282395505
481.7036836,1917,3674889,0.587916936,0.808921304,3.282622113
598.6346916,1918,3678724,0.998336683,-0.057652997,3.282848603
659.7667113,1919,3682561,0.490890287,-0.871221399,3.283074975
632.9777855,1920,3686400,-0.467878374,-0.883792864,3.283301229
524.2724758,1921,3690241,-0.996481816,-0.083809246,3.283527365
382.5183241,1922,3694084,-0.608924472,0.793228206,3.283753383
281.0958903,1923,3697929,0.338475224,0.940975304,3.283979284
280.2884018,1924,3701776,0.97468236,0.223594047,3.284205068
388.4115544,1925,3705625,0.714771029,-0.699358546,3.284430734
547.123744,1926,3709476,-0.202297489,-0.979324117,3.284656283
658.1759427,1927,3713329,-0.933374629,-0.358903611,3.284881715
644.2254498,1928,3717184,-0.806311439,0.59149122,3.28510703
507.7965064,1929,3721041,0.062070769,0.998071751,3.285332228
342.2263279,1930,3724900,0.873385399,0.487029717,3.285557309
273.2317584,1931,3728761,0.881713521,-0.471785192,3.285782274
362.1398166,1932,3732624,0.079398298,-0.996842972,3.286007122
544.8785984,1933,3736489,-0.795915354,-0.60540792,3.286231854
669.9131321,1934,3740356,-0.9394681,0.342636381,3.28645647
623.1570718,1935,3744225,-0.219278207,0.975662374,3.286680969
440.0018364,1936,3748096,0.702515058,0.711668879,3.286905353
290.6378916,1937,3751969,0.978419218,-0.206629701,3.287129621
326.3362109,1938,3755844,0.354769262,-0.934953887,3.287353773
519.9272891,1939,3759721,-0.595053918,-0.803685781,3.287577809
673.2983896,1940,3763600,-0.99778727,0.066487325,3.28780173
616.8013357,1941,3767481,-0.483159607,0.875532292,3.288025535
406.6047348,1942,3771364,0.47568277,0.879616907,3.288249226
283.7704342,1943,3775249,0.997184602,0.074985794,3.288472801
401.38188,1944,3779136,0.60187951,-0.798586912,3.288696261
623.4757428,1945,3783025,-0.346790828,-0.937942494,3.288919606
670.281462,1946,3786916,-0.976623278,-0.214958073,3.289142836
474.6351938,1947,3790809,-0.70855279,0.705657809,3.289365952
294.5116061,1948,3794704,0.210957865,0.977495156,3.289588953
382.9110316,1949,3798601,0.936514832,0.350627964,3.289811839
623.4250302,1950,3802500,0.801044381,-0.598604961,3.290034611
668.3763225,1951,3806401,-0.070902579,-0.997483245,3.290257269
444.9044091,1952,3810304,-0.877662036,-0.479280034,3.290479813
292.0025269,1953,3814209,-0.877503064,0.47957103,3.290702243
455.7325509,1954,3818116,-0.070571822,0.997506701,3.290924559
680.3076652,1955,3822025,0.801242828,0.598339311,3.291146762
594.7923345,1956,3825936,0.936398517,-0.350938482,3.29136885
337.875995,1957,3829849,0.210633728,-0.977565053,3.291590826
354.402212,1958,3833764,-0.708786739,-0.705422823,3.291812687
623.1903424,1959,3837681,-0.976551947,0.215281897,3.292034436
661.9187594,1960,3841600,-0.346479798,0.938057434,3.292256071
394.4673065,1961,3845521,0.602144279,0.798387292,3.292477594
323.9012657,1962,3849444,0.997159683,-0.075316445,3.292699003
592.9475914,1963,3853369,0.475391073,-0.879774589,3.2929203
677.2784762,1964,3857296,-0.483449897,-0.875372034,3.293141483
404.2553686,1965,3861225,-0.997809261,-0.066156468,3.293362555
330.8526873,1966,3865156,-0.594787393,0.80388305,3.293583513
616.388688,1967,3869089,0.355079262,0.934836198,3.29380436
658.0123785,1968,3873024,0.97848768,0.206305257,3.294025094
362.4320918,1969,3876961,0.702279038,-0.711901786,3.294245716
381.216357,1970,3880900,-0.219601713,-0.97558961,3.294466226
678.3712982,1971,3884841,-0.939581662,-0.342324846,3.294686624
577.2790068,1972,3888784,-0.795714564,0.605671803,3.294906911
310.0118551,1973,3892729,0.079728835,0.996816589,3.295127085
510.3739479,1974,3896676,0.88186991,0.471492801,3.295347148
702.3912814,1975,3900625,0.873223858,-0.487319294,3.2955671
416.9632834,1976,3904576,0.061739817,-0.998092278,3.29578694
360.9284706,1977,3908529,-0.806507526,-0.591223824,3.296006669
679.8009668,1978,3912484,-0.93325557,0.359213087,3.296226287
560.8400392,1979,3916441,-0.201972746,0.979391142,3.296445794
311.4598352,1980,3920400,0.715002889,0.699121498,3.29666519
590.5043995,1981,3924361,0.974608165,-0.223917227,3.296884476
656.4368422,1982,3928324,0.338163189,-0.941087487,3.29710365
330.6191977,1983,3932289,-0.609187463,-0.793026251,3.297322714
508.3510223,1984,3936256,-0.996453971,0.084139663,3.297541668
698.551167,1985,3940225,-0.467585293,0.883947959,3.297760511
366.2413219,1986,3944196,0.491179147,0.871058578,3.297979244
460.6147141,1987,3948169,0.998355745,0.057321958,3.298197867
711.4302559,1988,3952144,0.587648675,-0.809116206,3.29841638
386.5943105,1989,3956121,-0.363339876,-0.931656661,3.298634783
448.7855463,1990,3960100,-0.980275421,-0.197636279,3.298853076
713.4165347,1991,3964081,-0.695950264,0.718089987,3.29907126
380.7599134,1992,3968064,0.228228356,0.97360763,3.299289334
471.2652028,1993,3972049,0.942574878,0.333994908,3.299507299
705.5961671,1994,3976036,0.790322405,-0.612691192,3.299725154
352.6503354,1995,3980025,-0.088548843,-0.996071836,3.2999429
530.1534644,1996,3984016,-0.886008693,-0.463668627,3.300160537
671.3667067,1997,3988009,-0.868876236,0.495029379,3.300378065
323.6744095,1998,3992004,-0.052902975,0.998599657,3.300595484
620.7281873,1999,3996001,0.811709037,0.584062016,3.300812794
585.9150194,2000,4000000,0.930039504,-0.367459549,3.301029996
338.52877,2001,4004001,0.19329594,-0.981140499,3.301247089
706.5229851,2002,4008004,-0.72116302,-0.692765399,3.301464073
448.2725957,2003,4012009,-0.972588025,0.232535014,3.301680949
447.0633534,2004,4016016,-0.329820086,0.944043808,3.301897717
705.1908251,2005,4020025,0.61618292,0.787603078,3.302114377
332.7607927,2006,4024036,0.995670191,-0.092956289,3.302330929
630.3819154,2007,4028049,0.45974288,-0.888052073,3.302547372
550.6478619,2008,4032064,-0.498869915,-0.866676877,3.302763708
381.194463,2009,4036081,-0.99882401,-0.048482957,3.302979937
723.8300735,2010,4040100,-0.580463917,0.81428597,3.303196057
351.2330387,2011,4044121,0.371572024,0.928404131,3.303412071
612.4939385,2012,4048144,0.98198636,0.188951816,3.303627976
554.6700996,2013,4052169,0.689566965,-0.724221928,3.303843775
395.5978615,2014,4056196,-0.236837118,-0.971549371,3.304059466
717.4715651,2015,4060225,-0.945494247,-0.325638803,3.30427505
332.0827319,2016,4064256,-0.784868326,0.619662579,3.304490528
675.7375021,2017,4068289,0.097361914,0.995249043,3.304705898
459.9353176,2018,4072324,0.890078059,0.455808127,3.304921162
502.842704,2019,4076361,0.864460541,-0.502700679,3.305136319
637.0823135,2020,4080400,0.044061988,-0.999028799,3.305351369
359.318106,2021,4084441,-0.816846953,-0.576854448,3.305566314
726.2351429,2022,4088484,-0.926750573,0.375677222,3.305781151
334.4074348,2023,4092529,-0.18460399,0.982812987,3.305995883
693.1343567,2024,4096576,0.72726665,0.686355024,3.306210508
414.3120603,2025,4100625,0.970491686,-0.241134582,3.306425028
584.8798236,2026,4104676,0.321451142,-0.946926166,3.306639441
535.46035,2027,4108729,-0.6231301,-0.7821182,3.306853749
466.7675475,2028,4112784,-0.994808402,0.101765632,3.307067951
641.3063615,2029,4116841,-0.451864446,0.892086611,3.307282047
380.8797638,2030,4120900,0.506521597,0.862227274,3.307496038
705.8268525,2031,4124961,0.99921402,0.039640157,3.307709923
338.5125153,2032,4129024,0.573233681,-0.819391937,3.307923704
729.46472,2033,4133089,-0.379775061,-0.925078863,3.308137379
331.0547068,2034,4137156,-0.983620363,-0.180252549,3.308350949
725.5964274,2035,4141225,-0.68312964,0.730297128,3.308564414
343.1708729,2036,4145296,0.245427324,0.969414993,3.308777774
709.4676898,2037,4149369,0.948339538,0.317257184,3.308991029
361.0143593,2038,4153444,0.779352754,-0.626585417,3.30920418
692.8330803,2039,4157521,-0.106167357,-0.994348275,3.309417226
375.1617683,2040,4161600,-0.89407769,-0.447911915,3.309630167
682.835426,2041,4165681,-0.859977118,0.510332594,3.309843005
380.5509716,2042,4169764,-0.035217549,0.99937967,3.310055738
682.6951323,2043,4173849,0.821920872,0.569601686,3.310268367
375.6023248,2044,4177936,0.923389034,-0.383865461,3.310480891
692.4652262,2045,4182025,0.175897577,-0.984408473,3.310693312
361.7853938,2046,4186116,-0.733313301,-0.679890875,3.310905629
709.0466704,2047,4190209,-0.968319312,0.249715258,3.311117843
344.024814,2048,4194304,-0.313057013,0.949734335,3.311329952
725.4507665,2049,4198401,0.63002846,0.776572044,3.311541958
331.5791929,2050,4202500,0.993868672,-0.110567003,3.311753861
730.083618,2051,4206601,0.443950611,-0.896051257,3.31196566
338.1642341,2052,4210704,-0.514133595,-0.857710118,3.312177356
707.7632521,2053,4214809,-0.999525745,-0.030794252,3.312388949
379.1670979,2054,4218916,-0.565958534,0.824433707,3.312600439
644.8917692,2055,4223025,0.387948343,0.921681118,3.312811826
463.6407579,2056,4227136,0.985177302,0.171539159,3.31302311
540.3324376,2057,4231249,0.676638793,-0.736315111,3.313234292
581.2261977,2058,4235364,-0.253998301,-0.967204664,3.31344537
419.0010871,2059,4239481,-0.951110529,-0.30885071,3.313656347
690.9618435,2060,4243600,-0.773776123,0.633459163,3.31386722
336.5581392,2061,4247721,0.114964483,0.993369603,3.314077992
727.8813931,2062,4251844,0.898007273,0.439980611,3.314288661
357.137512,2063,4255969,0.855426318,-0.517924526,3.314499228
643.1789873,2064,4260096,0.026370351,-0.999652242,3.314709693
497.4209924,2065,4264225,-0.826930395,-0.562304297,3.314920056
467.3745904,2066,4268356,-0.919955149,0.392023626,3.315130317
672.0037656,2067,4272489,-0.167177382,0.985926834,3.315340477
334.9659554,2068,4276624,0.739302499,0.673373459,3.315550534
720.7963942,2069,4280761,0.966071072,-0.25827637,3.315760491
390.9463546,2070,4284900,0.304638357,-0.952468095,3.315970345
563.9867928,2071,4289041,-0.636877459,-0.770965046,3.316180099
606.0956555,2072,4293184,-0.992851076,0.119359711,3.316389751
357.0197498,2073,4297329,-0.436001993,0.8999457,3.316599302
726.0771675,2074,4301476,0.521705312,0.853125763,3.316808752
376.3106144,2075,4305625,0.999759159,0.021945934,3.317018101
561.5833052,2076,4309776,0.558639046,-0.829410885,3.317227349
623.4117322,2077,4313929,-0.39609123,-0.918211162,3.317436497
337.562393,2078,4318084,-0.986657055,-0.162812331,3.317645543
710.8917619,2079,4322241,-0.670094934,0.742275406,3.317854489
438.9141363,2080,4326400,0.262549379,0.964918558,3.318063335
460.2676283,2081,4330561,0.953807004,0.300420037,3.31827208
703.5819064,2082,4334724,0.768138868,-0.64028328,3.318480725
335.9867062,2083,4338889,-0.123752601,-0.992313103,3.31868927
598.8138548,2084,4343056,-0.901866499,-0.432014835,3.318897715
611.9081228,2085,4347225,-0.850808498,0.52547588,3.319106059
328.1466273,2086,4351396,-0.017521087,0.999846494,3.319314304
681.2955009,2087,4355569,0.83187513,0.554962853,3.319522449
519.1839515,2088,4359744,0.916449189,-0.400151076,3.319730494
362.3806687,2089,4363921,0.15844409,-0.987367951,3.31993844
712.0474665,2090,4368100,-0.745233775,-0.666803285,3.320146286
460.0823578,2091,4372281,-0.963747144,0.266817246,3.320354033
393.5230984,2092,4376464,-0.296195833,0.955127231,3.32056168
717.8810759,2093,4380649,0.64367656,0.765297645,3.320769228
437.4431648,2094,4384836,0.991755693,-0.128143067,3.320976677
400.6149461,2095,4389025,0.428019215,-0.903769634,3.321184027
716.2834447,2096,4393216,-0.529236155,-0.848474568,3.321391278
448.2561817,2097,4397409,-0.999914245,-0.013095897,3.32159843
379.7029835,2098,4401604,-0.551275789,0.834323081,3.321805484
706.5927778,2099,4405801,0.404203085,0.914669266,3.322012439
494.5532083,2100,4410000,0.988059507,0.154072746,3.322219295
340.6489946,2101,4414201,0.663498575,-0.748177546,3.322426052
670.2155079,2102,4418404,-0.271079887,-0.962556853,3.322632712
577.0719205,2103,4422609,-0.956428751,-0.291965828,3.322839273
313.7616393,2104,4426816,-0.762441432,0.647057233,3.323045735
580.5211918,2105,4431025,0.132531023,0.991178858,3.3232521
672.3863708,2106,4435236,0.905655067,0.424015212,3.323458367
352.0815082,2107,4439449,0.846124019,-0.532986064,3.323664536
436.7204777,2108,4443664,0.00867045,-0.999962411,3.323870607
708.8209653,2109,4447881,-0.836754691,-0.547577929,3.32407658
494.1668398,2110,4452100,-0.912871428,0.408247176,3.324282455
317.4840626,2111,4456321,-0.149698384,0.98873171,3.324488233
598.3553971,2112,4460544,0.751106663,0.660180869,3.324693914
670.5659581,2113,4464769,0.961347708,-0.275337218,3.324899497
369.0203675,2114,4468996,0.287730104,-0.957711537,3.325104983
380.8470925,2115,4473225,-0.650425231,-0.759570285,3.325310372
673.5499899,2116,4477456,-0.990582608,0.136916383,3.325515663
601.6501242,2117,4481689,-0.420002904,0.907522761,3.325720858
324.0224967,2118,4485924,0.536725534,0.843756897,3.325925956
427.0982614,2119,4490161,0.999990991,0.004244834,3.326130957
689.8147477,2120,4494400,0.543869342,-0.83916991,3.326335861
576.1314106,2121,4498641,-0.412283271,-0.911055709,3.326540669
317.5790349,2122,4502884,-0.989384546,-0.14532109,3.32674538
418.1152982,2123,4507129,-0.656850233,0.754021069,3.326949994
677.4774563,2124,4511376,0.279589156,0.960119734,3.327154512
607.8378181,2125,4515625,0.958975564,0.283488744,3.327358934
342.3298823,2126,4519876,0.756684261,-0.65378049,3.32756326
357.4376216,2127,4524129,-0.141299062,-0.989966957,3.32776749
618.6753801,2128,4528384,-0.909372679,-0.415982369,3.327971624
673.9059722,2129,4532641,-0.841373249,0.540454491,3.328175661
435.5100571,2130,4536900,0.000180866,0.999999984,3.328379603
297.0757091,2131,4541161,0.841568693,0.540150103,3.32858345
473.7694579,2132,4545424,0.909222145,-0.416311291,3.3287872
682.5036542,2133,4549689,0.14094095,-0.990018004,3.328990855
607.0662823,2134,4553956,-0.756920705,-0.65350673,3.329194415
365.6589352,2135,4558225,-0.958872954,0.283835618,3.329397879
306.9937774,2136,4562496,-0.279241831,0.960220808,3.329601248
505.4869548,2137,4566769,0.657122943,0.753783415,3.329804522
683.3007607,2138,4571044,0.989331914,-0.145678973,3.330007701
606.6626954,2139,4575321,0.411953686,-0.911204785,3.330210785
381.3676693,2140,4579600,-0.544172862,-0.83897312,3.330413773
290.7895448,2141,4583881,-0.99998939,0.004606562,3.330616667
437.6434569,2142,4588164,-0.536420285,0.843950993,3.330819466
640.7466909,2143,4592449,0.420331156,0.907370773,3.331022171
667.803279,2144,4596736,0.990632071,0.136558049,3.331224781
495.607697,2145,4601025,0.650150428,-0.759805515,3.331427297
313.6554263,2146,4605316,-0.28807652,-0.957607393,3.331629718
307.3591373,2147,4609609,-0.961447244,-0.274989449,3.331832044
474.2248038,2148,4613904,-0.750867806,0.660452526,3.332034277
646.5604853,2149,4618201,0.15005603,0.988677494,3.332236415
665.0605091,2150,4622500,0.913019044,0.407916934,3.33243846
520.0994505,2151,4626801,0.836556559,-0.547880574,3.33264041
342.6253401,2152,4631104,-0.009032168,-0.999959209,3.332842267
279.0021981,2153,4635409,-0.846316762,-0.532679959,3.33304403
372.5754653,2154,4639716,-0.905501628,0.424342789,3.333245699
543.3809867,2155,4644025,-0.132172473,0.991226734,3.333447274
662.6788498,2156,4648336,0.762675444,0.646781391,3.333648757
650.0502423,2157,4652649,0.956323075,-0.29231178,3.333850145
521.1643268,2158,4656964,0.270731681,-0.962654848,3.33405144
364.3785249,2159,4661281,-0.663769172,-0.747937489,3.334252642
275.8606861,2160,4665600,-0.988003709,0.154430149,3.334453751
301.7245602,2161,4669921,-0.403872193,0.91481542,3.334654767
419.5560363,2162,4674244,0.551577555,0.834123612,3.33485569
560.9467942,2163,4678569,0.999909442,-0.013457597,3.335056519
653.6633077,2164,4682896,0.5289292,-0.848665954,3.335257256
657.323016,2165,4687225,-0.42834611,-0.903614747,3.335457901
576.7032821,2166,4691556,-0.991801982,-0.127784308,3.335658452
451.9233104,2167,4695889,-0.643399685,0.765530434,3.335858911
335.6092536,2168,4700224,0.296541314,0.955020025,3.336059278
270.0103306,2169,4704561,0.963843597,0.26646861,3.336259552
273.2913289,2170,4708900,0.744992522,-0.667072816,3.336459734
337.8090328,2171,4713241,-0.158801242,-0.987310572,3.336659823
437.7355762,2172,4717584,-0.916593877,-0.399819541,3.336859821
540.7811109,2173,4721929,-0.831674328,0.555263732,3.337059726
618.9825104,2174,4726276,0.017882763,0.999840091,3.33725954
655.4465731,2175,4730625,0.850998524,0.525168081,3.337459261
646.2391119,2176,4734976,0.901710167,-0.432341041,3.337658891
598.3568754,2177,4739329,0.123393641,-0.992357803,3.337858429
525.5421208,2178,4743684,-0.768370429,-0.640005378,3.338057875
443.6955154,2179,4748041,-0.95369827,0.30076504,3.33825723
367.1379577,2180,4752400,-0.26220032,0.965013467,3.338456494
306.3138544,2181,4756761,0.670363395,0.742032963,3.338655666
266.9654553,2182,4761124,0.986598096,-0.163169226,3.338854746
250.4549974,2183,4765489,0.395759057,-0.918354381,3.339053736
254.7750687,2184,4769856,-0.558939034,-0.829208753,3.339252634
275.812453,2185,4774225,-0.999751155,0.022307578,3.339451441
308.5431957,2186,4778596,-0.521396675,0.853314425,3.339650158
347.9732599,2187,4782969,0.436327504,0.899787925,3.339848783
389.7586498,2188,4787344,0.992894187,0.119000556,3.340047318
430.5224729,2189,4791721,0.636598534,-0.771195375,3.340245762
467.931975,2190,4796100,-0.304982875,-0.952357835,3.340444115
500.6133961,2191,4800481,-0.966164436,-0.257926894,3.340642378
527.9771152,2192,4804864,-0.73905887,0.673640844,3.34084055
550.0099189,2193,4809249,0.167534013,0.985866296,3.341038632
567.0727633,2194,4813636,0.920096897,0.391690822,3.341236623
579.7256777,2195,4818025,0.826726937,-0.562603387,3.341434525
588.5886058,2196,4822416,-0.026731956,-0.999642637,3.341632336
594.2384712,2197,4826809,-0.855613612,-0.517615057,3.341830057
597.1380972,2198,4831204,-0.897848059,0.44030542,3.342027688
597.5909303,2199,4835601,-0.114605141,0.993411124,3.342225229
595.7159058,2200,4840000,0.774005215,0.633179222,3.342422681
591.4384755,2201,4844401,0.950998746,-0.309194737,3.342620043
584.496189,2202,4848804,0.253648416,-0.96729648,3.342817315
574.459841,2203,4853209,-0.676905098,-0.736070301,3.343014497
560.7736652,2204,4857616,-0.985115187,0.171895519,3.34321159
542.8199389,2205,4862025,-0.387614915,0.921821391,3.343408594
520.0141115,2206,4866436,0.566256721,0.824228928,3.343605508
491.9354421,2207,4870849,0.99951454,-0.031155811,3.343802333
458.4942421,2208,4875264,0.5138233,-0.857896041,3.343999069
420.1292571,2209,4879681,-0.444274712,-0.895890607,3.344195716
378.0168751,2210,4884100,-0.993908603,-0.110207481,3.344392274
334.2578958,2211,4888521,-0.629747508,0.776799895,3.344588743
291.989229,2212,4892944,0.313400542,0.94962103,3.344785123
255.3510536,2213,4897369,0.968409579,0.24936497,3.344981414
229.2314286,2214,4901796,0.733067315,-0.680156094,3.345177617
218.719564,2215,4906225,-0.176253657,-0.984344781,3.345373731
228.2366126,2216,4910656,-0.92352783,-0.383531416,3.345569756
260.3874345,2217,4915089,-0.821714775,0.569898964,3.345765693
314.6889825,2218,4919524,0.035579055,0.999366865,3.345961542
386.466438,2219,4923961,0.860161665,0.510021479,3.346157302
466.3311463,2220,4928400,0.893915608,-0.448235303,3.346352974
540.7058617,2221,4932841,0.105807663,-0.994386614,3.346548559
593.7696584,2222,4937284,-0.779579359,-0.626303459,3.346744055
610.8942132,2223,4941729,-0.948224714,0.317600208,3.346939463
583.1229162,2224,4946176,-0.245076639,0.969503709,3.347134783
511.5909453,2225,4950625,0.683393767,0.73004997,3.347330015
410.2158006,2226,4955076,0.983555096,-0.180608344,3.34752516
304.8361056,2227,4959529,0.379440405,-0.92521618,3.347720217
227.5886672,2228,4963984,-0.573530044,-0.819184527,3.347915187
206.8597571,2229,4968441,-0.999199616,0.040001602,3.348110068
255.3839849,2230,4972900,-0.506209669,0.862410443,3.348304863
361.1832457,2231,4977361,0.452187113,0.891923099,3.34849957
486.7644002,2232,4981824,0.994845148,0.101405772,3.34869419
580.0889593,2233,4986289,0.622847142,-0.782343555,3.348888723
595.9449244,2234,4990756,-0.321793654,-0.946809825,3.349083169
519.8858005,2235,4995225,-0.970578849,-0.240783508,3.349277527
382.1694055,2236,4999696,-0.727018326,0.686618055,3.349471799
250.2038145,2237,5004169,0.184959493,0.982746145,3.349665984
197.153643,2238,5008644,0.926886407,0.375341962,3.349860082
259.1452116,2239,5013121,0.816638233,-0.577149891,3.350054094
405.8509285,2240,5017600,-0.044423366,-0.999012795,3.350248018
548.6018377,2241,5022081,-0.864642328,-0.502387943,3.350441857
591.0040729,2242,5026564,-0.88991312,0.456130067,3.350635608
496.3707491,2243,5031049,-0.097001894,0.995284197,3.350829274
324.6061704,2244,5035536,0.785092426,0.619378626,3.351022853
201.0420074,2245,5040025,0.945376391,-0.325980797,3.351216345
225.6549685,2246,5044516,0.236485661,-0.971634979,3.351409752
385.8180097,2247,5049009,-0.689828894,-0.723972442,3.351603072
551.060824,2248,5053504,-0.981917946,0.189307019,3.351796307
573.9470105,2249,5058001,-0.371236166,0.92853848,3.351989455
425.2180579,2250,5062500,0.580758432,0.814075944,3.352182518
237.673969,2251,5067001,0.998806407,-0.04884426,3.352375495
194.3233045,2252,5071504,0.498556377,-0.866857277,3.352568386
345.5412992,2253,5076009,-0.460064087,-0.887885711,3.352761192
539.091657,2254,5080516,-0.995703751,-0.092596117,3.352953912
563.9772413,2255,5085025,-0.615897978,0.78782592,3.353146546
383.8242806,2256,5089536,0.330161555,0.94392444,3.353339095
199.2625794,2257,5094049,0.972672077,0.232183182,3.353531559
231.1742484,2258,5098564,0.720912377,-0.693026222,3.353723938
447.5513076,2259,5103081,-0.193650838,-0.981070514,3.353916231
578.2004242,2260,5107600,-0.930172366,-0.3671231,3.354108439
447.2110142,2261,5112121,-0.81149771,0.584355599,3.354300562
221.0563882,2262,5116644,0.053264197,0.998580455,3.354492601
209.4477978,2263,5121169,0.869055248,0.494715046,3.354684554
435.1306267,2264,5125696,0.885840911,-0.463989095,3.354876423
574.1098164,2265,5130225,0.088188526,-0.996103802,3.355068206
413.4721298,2266,5134756,-0.790543983,-0.612405267,3.355259906
190.4831941,2267,5139289,-0.942454,0.334335846,3.35545152
254.6048299,2268,5143824,-0.227876156,0.973690124,3.35564305
509.0902851,2269,5148361,0.696209975,0.717838192,3.355834496
535.8782532,2270,5152900,0.980203866,-0.197990863,3.356025857
282.0205062,2271,5157441,0.363002842,-0.931788032,3.356217134
179.9030137,2272,5161984,-0.58794132,-0.808903582,3.356408327
413.5249609,2273,5166529,-0.998334944,0.057683091,3.356599436
565.5026921,2274,5171076,-0.490864025,0.871236196,3.35679046
350.5418646,2275,5175625,0.467905015,0.88377876,3.356981401
166.3362262,2276,5180176,0.996484342,0.083779208,3.357172258
368.6182299,2277,5184729,0.60890056,-0.793246562,3.357363031
564.7851885,2278,5189284,-0.338503589,-0.940965101,3.35755372
358.2288391,2279,5193841,-0.974689099,-0.223564666,3.357744325
163.8842264,2280,5198400,-0.714749947,0.699380092,3.357934847
387.3674793,2281,5202961,0.20232701,0.979318018,3.358125285
558.1223852,2282,5207524,0.933385447,0.358875475,3.35831564
302.9169994,2283,5212089,0.806293609,-0.591515525,3.358505911
177.7125779,2284,5216656,-0.062100855,-0.998069879,3.3586961
464.8691297,2285,5221225,-0.873400079,-0.487003389,3.358886204
511.5076329,2286,5225796,-0.881699298,0.471811771,3.359076226
204.1801177,2287,5230369,-0.079368249,0.996845365,3.359266165
264.3297816,2288,5234944,0.795933603,0.605383927,3.35945602
550.3355698,2289,5239521,0.939457771,-0.342664701,3.359645793
364.1762543,2290,5244100,0.219248797,-0.975668983,3.359835482
161.3997838,2291,5248681,-0.70253651,-0.711647702,3.360025089
451.5398979,2292,5253264,-0.978412989,0.206659194,3.360214613
495.3594328,2293,5257849,-0.354741078,0.934964581,3.360404055
175.4447389,2294,5262436,0.595078144,0.803667843,3.360593414
329.9582278,2295,5267025,0.997785265,-0.066517403,3.36078269
548.1637592,2296,5271616,0.483133215,-0.875546856,3.360971884
238.1999263,2297,5276209,-0.475709285,-0.879602567,3.361160995
246.0685479,2298,5280804,-0.997186862,-0.074955735,3.361350024
549.9757535,2299,5285401,-0.601855437,0.798605054,3.361538971
293.9574779,2300,5290000,0.346819101,0.93793204,3.361727836
204.5682327,2301,5294601,0.976629757,0.214928633,3.361916619
538.7629754,2302,5299204,0.708531518,-0.705679168,3.362105319
319.7590016,2303,5303809,-0.210987331,-0.977488796,3.362293938
192.6662819,2304,5308416,-0.936525401,-0.350599733,3.362482475
535.9155383,2305,5313025,-0.801026337,0.598629107,3.36267093
310.4665889,2306,5317636,0.070932648,0.997481107,3.362859303
204.4217922,2307,5322249,0.877676483,0.479253577,3.363047595
543.524869,2308,5326864,0.877488607,-0.479597481,3.363235804
267.2086726,2309,5331481,0.070541753,-0.997508828,3.363423933
247.1164625,2310,5336100,-0.801260864,-0.598315158,3.36361198
544.6033047,2311,5340721,-0.936387937,0.350966709,3.363799945
200.9018291,2312,5345344,-0.21060426,0.977571402,3.36398783
333.191355,2313,5349969,0.708808003,0.705401456,3.364175633
503.8393804,2314,5354596,0.976545457,-0.215311335,3.364363355
148.0190336,2315,5359225,0.346451521,-0.938067878,3.364550995
453.6849946,2316,5363856,-0.602168345,-0.79836914,3.364738555
386.9525656,2317,5368489,-0.997157412,0.075346503,3.364926034
176.5174131,2318,5373124,-0.475364553,0.879788919,3.365113432
540.3808842,2319,5377761,0.483476284,0.87535746,3.365300749
219.7951038,2320,5382400,0.997811255,0.066126389,3.365487985
332.6957975,2321,5387041,0.59476316,-0.803900979,3.36567514
477.8108903,2322,5391684,-0.355107442,-0.934825494,3.365862215
144.3998993,2323,5396329,-0.978493899,-0.206275761,3.36604921
